iter	Logloss
290	0.08548627242
291	0.0846403984
292	0.0839721239
293	0.08353692148
294	0.08331325192
295	0.08277688787
296	0.08256917897
297	0.08208457773
298	0.08164936278
299	0.08118928279
300	0.08086871248
301	0.0804747356
302	0.08002975119
303	0.07970247191
304	0.07911937556
305	0.07867372512
306	0.07799282269
307	0.07757350386
308	0.07720306499
309	0.07633641385
310	0.0758863469
311	0.0753876454
312	0.07475379596
313	0.07433259161
314	0.07395603713
315	0.07364444598
316	0.07326257365
317	0.07290309169
318	0.07252554685
319	0.07212475978
320	0.07171282411
321	0.07129575444
322	0.07093135848
323	0.07044860295
324	0.07007112281
325	0.06970334709
326	0.06921559302
327	0.0688366775
328	0.06853173242
329	0.06823296573
330	0.06775260532
331	0.0674593314
332	0.06697607286
333	0.06670287257
334	0.06610480851
335	0.0655780816
336	0.06536597535
337	0.06513587726
338	0.0649386523
339	0.06460268103
340	0.06426681785
341	0.06387793073
342	0.06360219521
343	0.06334160821
344	0.06306642518
345	0.06289291189
346	0.06253928681
347	0.06221928608
348	0.06204889218
349	0.0615814846
350	0.06117750375
351	0.06091166263
352	0.06067368307
353	0.06044864077
354	0.06006422218
355	0.05968279829
356	0.05948383105
357	0.05929658443
358	0.05900007263
359	0.05871856395
360	0.05834401521
361	0.05819577012
362	0.05798734342
363	0.05765779292
364	0.05738358335
365	0.05710598102
366	0.05686923957
367	0.05664279558
368	0.05648230626
369	0.05601983768
370	0.05583217633
371	0.05550695192
372	0.05529203594
373	0.05506339095
374	0.05470867347
375	0.05437430765
376	0.05424711508
377	0.05398788727
378	0.053710268
379	0.05347986097
380	0.0532407942
381	0.05290093839
382	0.05266009794
383	0.05241109074
384	0.05212969342
385	0.0519738965
386	0.05180482714
387	0.05157912817
388	0.05124899724
389	0.05108999473
390	0.05081316438
391	0.05049483079
392	0.05024907185
393	0.05001490566
394	0.04983678952
395	0.04961831869
396	0.04935720821
397	0.04908094598
398	0.04879278099
399	0.04852875963
400	0.04833742057
401	0.0481313069
402	0.04796112037
403	0.04757565724
404	0.04725074717
405	0.04699886695
406	0.0468489619
407	0.04673593687
408	0.04654765356
409	0.04631391794
410	0.04611375784
411	0.04596780319
412	0.0456655514
413	0.04535313672
414	0.04517545547
415	0.04492851849
416	0.0447948378
417	0.04464385337
418	0.04449601201
419	0.04428013541
420	0.04413886666
421	0.04389508229
422	0.04366258371
423	0.04343217339
424	0.04322525772
425	0.04305460926
426	0.04286657184
427	0.04271989569
428	0.0426033728
429	0.04246266174
430	0.04226539608
431	0.04215860812
432	0.04199613458
433	0.04180272473
434	0.04163276188
435	0.0414934324
436	0.04133035484
437	0.04120190434
438	0.04104881773
439	0.04087501975
440	0.04061161091
441	0.0403870235
442	0.0402464138
443	0.03999449132
444	0.03978429012
445	0.03958254053
446	0.03945406352
447	0.03919894411
448	0.03897220885
449	0.03880464013
450	0.03860655515
451	0.03840931834
452	0.03823826936
453	0.03810757154
454	0.03796046374
455	0.03773732564
456	0.03751521447
457	0.03731290005
458	0.03719007615
459	0.03701569633
460	0.03688900632
461	0.03671952946
462	0.03654852058
463	0.03637883309
464	0.036212602
465	0.0360223788
466	0.03578813919
467	0.03560653788
468	0.03545336748
469	0.03529521975
470	0.03519648981
471	0.0350331264
472	0.03493503463
473	0.03482311636
474	0.03465929819
475	0.03449829414
476	0.03426433218
477	0.03417460044
478	0.03403287772
479	0.03390363487
480	0.03369324558
481	0.03355766823
482	0.03344556113
483	0.03330133798
484	0.03316909301
485	0.03299325705
486	0.03288869819
487	0.03275475929
488	0.03265112145
489	0.03256611184
490	0.03235931928
491	0.0321939288
492	0.03203323026
493	0.03187881164
494	0.0318037635
495	0.03166583653
496	0.03151306771
497	0.03133144283
498	0.03124796869
499	0.03104493784
